STATE,BLOODBANKS.NO,BLOODBANK_DETAILS,,,
KARNATAKA,46,"Bapuji   Hospital   Blood   Bank,         C.C.   Hospital   Road,
Davangere",,,
KARNATAKA,47,"Rotary Campco Blood Bank, Radhakrishna Building, Shree
Radhadrishna Mandir Road, Puttur (D.K.)-574 201",,,
KARNATAKA,48,"M.R.Diagnostic  Research  Centre  and  Blood  bank,  Sureka
Towers, Traffic Island, Hubli-580 029",,,
KARNATAKA,49,"The Karnataka Cancer Therapy and Research Institute Smt.
Valbai  N.  Dharamsey  Blood  Bank,  Navanagar,  Hubli-580 025",,,
KARNATAKA,50,"Holdsworth    Memorial    Mission    Hospital    Blood    bank
Mandimohalla, Mysore-570 021",,,
KARNATAKA,51,"District   Surgeon   District   Hospital   Blood   Bank,   District
Hospital Premises, Mandya-571 401",,,
KARNATAKA,52,"The   District   Surgeon,   District   Hospital   Blood   Bank,
Chitradurga-577 501",,,
KARNATAKA,53,"Sharada   Dhanavantari   Charitable   Hosptial   Blood   Bank,
S.D.C.  Hospital,               Sringeri-577  139,  Chickmagalore Dist.",,,
KARNATAKA,54,"Jeeva Raksha Blood Bank, Vokkaligara Hostel Building, Ist
Floor, B.M.Road, Hassan-573 201",,,
KARNATAKA,55,"VISL Hospital Blood Bank, Bhadravathi, Shimoga",,,
KARNATAKA,56,"City   Hospital   Research   &   Diagnostic   Centre,   Pound
Garden, Kadri, Mangalore-5750003",,,
KARNATAKA,57,"Shimoga  Mid  Town  Rotary  Charity  Foundation,  Opposite
Usha Nursing Home, 100 Ft.Road, Shimoga-577 201",,,
KARNATAKA,58,"Jeevanavar's Blood Bank, CTS No.104,11/15-B, Municipal
No.20922/17-A,  K.H.Jituri  Hospital,  Complex,  II  Floor, Gokul Road, Hosur, Hubli-580 021",,,
KARNATAKA,59,"Rotary  Club  Dharwad  Mid  Town  Charitable  Trust,  The
Rotary   Blood   Bank,   Lourde's   Hospital,   Kalageri   Road, Dharwad-5000008",,,
KARNATAKA,60,"Dr.B.R.Ambedkar   Medical   College   Hospital,   K.G.Halli,
Bangalore-45",,,
KARNATAKA,61,"The     District     Surgeon,     Wenlock     District     Hospital,
Hampanakata, Mangalore",,,
KARNATAKA,62,"Hosmat Hospital Unit of Phisicare Services Pvt.Ltd., No.45,Magrath Road, Off.Richmond Road, Bangalore-23",,,
KARNATAKA,63,"Holy Cross Hospital, Jyothi Nagar, Chickmagalur-577101",,,
KARNATAKA,64,"The District Surgeon, District Hospital, Karwar",,,
KARNATAKA,65,"The Superintendent, District Hospital, Dharwad",,,
KARNATAKA,66,"District Hospital Blood Bank, Udupi",,,
KARNATAKA,67,"Grace    Blood    Bank    and    Laboratory,    2,    10th    Cross,
Ganganagar, Bangalore-32",,,
KARNATAKA,68,"Sri  Sathya  Sai  Institute  of  Higher  Medical  Sciences,  EPIP
Area, Whitefield, Bagnalore-66",,,
KARNATAKA,69,"Dr.B.N.M.  Rural  Ayurvedic  Medical  College  &  Hospital
Blood Bank, Smt.Sushiladevi Nagur Colony, College Road, Bijapur",,,
KARNATAKA,70,"Bassappa    Memorial    Hospital,    22/B,    Vinoba    Road,
Jayalakshmipura, Mysore-570 012",,,
KARNATAKA,71,"The Superintendent, District Hospital, Madikeri",,,
KARNATAKA,72,"Bagalkot    Blood    Bank,    Hanagal    Shree    Kumareshwar
Hospital and Research Centre, Ilkal Road, Bagalkot",,,
KARNATAKA,73,"Navarang Blood  Bank,  No.2953,  Ist  Floor,  Near  Navarang
Circle, M.K.K.Road, Rajaginagar, Bangalore- 560 010",,,
KARNATAKA,74,"Smt.  Vasantidevi  Baldota  Blood  Bank,  Baldota  Colony,
Dam Road, Hospet-583203, Bellary",,,
KARNATAKA,75,"Hubli Lions Blood Bank, CTS No. 440, Ward No.1, Grand Floor,     Vivekananda     General     Hospital     Compound,
Deshpande Nagar, Hubli-580 029",,,
KARNATAKA,76,"Bangalore    Lions    Service    Trust,    Lions    Blood    Bank,
Bhagwan  Mahaveer  Jain  Hospital,  Millers  Road,  Vasantha Nagar,Bangalore-560 052",,,
KARNATAKA,77,"MDC  Voluntary  Blood  Bank,  Khatha  No.  D5/1045/187,
Alahalli  Extension,  General  Hospital  Road,  Nehrunagar, Mandya",,,
KARNATAKA,78,"B.G.S.Apollo      Hospital,      Kantharaj      Urs            Road,
Kuvempunagar, Mysore",,,
KARNATAKA,79,"Sri.Jayadeva  Institute  of  Cardiology,  Gurappanapaly  Post,
Banneraghatta Road, Bangalore-560 069",,,
KARNATAKA,80,"The Uttara Kannada Blood Bank & Health Services Society
?, London Mahal, Gujjar Galli, Po.Kumta-581343",,,
KARNATAKA,81,"Vydehi Institute of Medical Science Hospital, Bangalore",,,
KARNATAKA,82,"Akshay  Voluntary  Blood  Bank,  No.  968,  2nd  Floor,  41st Cross,   3rd   Block.   Opp.   E.S.I.   Hospital,   Rajajinagar,
Bangalore - 560 070",,,
KARNATAKA,83,"Davanagere   Blood   Bank,   358,   Mahaveera   Complex,   II
Floor, 8th Main, 8th Cross,  P.J. Extension, Davangere-2",,,
KARNATAKA,84,"IMA  Blood  BANK,  Zendha  Circle,  Station  Road,  Gadag-
582101",,,
KARNATAKA,85,"Yenapoya   Medical   College   Blood   Bank,   Nithyananda
Nagar, Deralakatte, Mangalore-575003",,,
KARNATAKA,86,"Vikram Hospital and Heart Centre, 346, Vivekananda Road,
Yadagiri,          Mysore-570 020",,,
KARNATAKA,87,"Khaja  Banda  Nawaz  Teaching  &  General  Hospital  Khaja
Nagri, Station Main Road, Gulbarga-585 102",,,
KARNATAKA,88,"Bowring   and   Lady   Curzon   Hospitals,   Shivaji   Nagar,Bangalore-560 051",,,
KARNATAKA,89,"Health   Care   Blood   Bank,   3-400/401   A,   Ist   Floor,   Taj
Complex, Gazipura, Gulbarga-585104 , (Karnataka)",,,
KARNATAKA,90,"Kempegowda   Medical   Service   Trust,   Millenium   Blood
Bank,  No.1082/9,  Sreenivasa  Prasanna  Complex,  Triveni Road, Yeshwanthpur, Bangalore-560022",,,
KARNATAKA,91,"S.K. Voluntary Blood Bank, 14/1,I Floor , MESA Complex,
Old Tolgate Bus Stop, Magadi Main Road, Bangalore-23",,,
KARNATAKA,92,"Navodaya  Medical  College  Hospital  and  Research  Centre
Blood Bank, Mantralaya Road, Raichur-584103.",,,
KARNATAKA,93,"K.V.G Medical College Hospital Blood Bank,  Kurinji Bag,
Sullia- 574327, Dakshina Kannada - Dist",,,
KARNATAKA,94,"J.C.   Voluntary   Blood   Bank,   Plot   No.   5421,   II   Floor,
Narasimha Building, Nisarga Layout, B.H. Road, Tumkur.",,,
KARNATAKA,95,Al-Ameen Medical College Hospital Blood Bank.  Bijapur,,,
KARNATAKA,96,"Jeevadhara   Blood   Bank   #   317,   Meena   Nursing  Home,
Madhava Nagar, Bhadravathi ? 577 301",,,
KARNATAKA,97,"GMET?S Dr. Goudar's  Blood  Bank,   852, A1  & A2 Ward
IX   Ist   Floor,   Dr.Karigoudar's   Complex   Godbolemala, Bijapur",,,
KARNATAKA,98,"Indira  Gandhi  Child  Institute  of  Health,    South  Hospital
Complex, Dharamaram College Post, Bangalore - 560029",,,
KARNATAKA,99,"SDM  College  of  Medical  Sciences  and    Hospital  Blood Bank,  First  Floor  B  Wing  Building,  Sattur,      Dharwad  -
580009",,,
KARNATAKA,100,"Rajiv   Gandhi   Super   Speciality   Hospital   Blood   Bank,
Hyderabad Road, Raichur-584102",,,
KARNATAKA,101,"B.V.V.Sanghas   HSK   Hospital   Blood   Bank,   Navanagar,
Bagalkot-587102",,,
KARNATAKA,102,"Rajarajeshwari Medical College Hospital, Bangalore",,,
KARNATAKA,103,"Bapuji  Educational  Association  S.S.  Institute  of  Medical
Sciences and Research Hospital, Davangere",,,
KARNATAKA,104,"Sri   Shirdi   Parthi   Sai   Charitable   Hospital   Blood   Bank, Bellary # K.H.B Colony, Gandhinagar Main Road, Bellary
? 583 102",,,
KARNATAKA,105,"Sanjeevini   Trust   ?   Jayanagar   Voluntary   Blood   Bank, 1897/A, Cellar Floor,  Gulora, 26th Main Road,  Sount End
?C? Cross Road,  9th Block, Jayanagar, Bangalore-560 069",,,
KARNATAKA,106,"BEML Medical Centre Bharat Earth Movers Limited,  Kolar
Gold Fields-563 115 , Kolar",,,
KARNATAKA,107,"SJM  Blood  Bank  Basaveshwara  Medical  College  Hospital
and  Research  Centre,  NH-4,  By  Pass,  Near  KHB  Colony, Chitradurga",,,
KARNATAKA,108,"Railway Hospital Blood Bank Yadigiri, Mysore.",,,
KARNATAKA,109,"Sri  Vinayaka  Charitable  Trust?  Jeeva  Vlountary  Blood Bank,   No.   23   and   84,   Sharoff   Basappa   Commercial
Complex, 2nd Main, Ist Cross, New Tharugpet, Bangalore- 560 002.",,,
KARNATAKA,110,"MVJ Medical College and Research Hospital, Dandupalya,
Kolathur Post, NH-4, Hoskote, Bangalore-560164",,,
KARNATAKA,111,"District Hospital Blood Bank, Haveri.",,,
KARNATAKA,112,"Indian  Red  Cross  Society,  Karnataka  Red  Cross  Blood Bank, Red Cross Bhavan, 326, Ist Floor, Race Course Road,
Bangalore-560 001",,,
KARNATAKA,113,"Apollo  Hospitals  a  unit  of  Imperial  Cancer  Hospital  &
Research  Centre  Limited,  154/11,  Opp.I.I.M  Bannerghatta Road, Bangalore?560 076",,,
KARNATAKA,114,"Vijaya Hospital's Sanjeevini Blood Bank, 10054/A, 4511/A,
3rd Main Road, Tumkur - 572 103",,,
KARNATAKA,115,"Vijayanagar Hospital Blood Bank, No. 27, 17th Cross, M.C.
Layout, Vijayanagar, Bangalore-560 040",,,
KARNATAKA,116,"Harsha  Hospital  Blood  Bank,  Harsha  Hospital,  No.  193/4, Byraveshwaranagar,        Sondekoppa        Circle,        N.H.4,
Nelamangala, Bangalore - 562 123",,,
KARNATAKA,117,"Rotary Charitable Trust Blood Bank, New Extension Area,
Nippani, Chikkodi Tq, Belgaum District",,,
KARNATAKA,118,"Bangalore  Institute  of  Oncololgy,  No.  8,  P.  Kalinga  Rao
Road, Sampangiram Nagar, Bangalore-560 027.",,,
KARNATAKA,119,"Swamy  Vivekananda  Charitable  Blood  Bank,  D.No.130, Near TVS Show Room, Parvathinagar Main Road,  Bellary-
583 103",,,
KARNATAKA,120,"Ocean  Blood  Bank,  No.  133-134,  K.P.  Broadway  Road,
Shivajinagar, Bangalore - 560 051",,,
KARNATAKA,121,"Mounesh Hospital's The Jamkhandi Blood Bank, Near P.B.
High School, Uma Rameshwar Road, Jamkhandi, Bagalkot District",,,
KARNATAKA,122,"District Hospital, Navanagar, Bagalkot",,,
KARNATAKA,123,"Vasavi Blood Bank, Khata No. 4895/4720, Assessment No. 11479/13,     B.L.     Gowda     Layout,     Thurunur     Road,
Chitradurga.",,,
KARNATAKA,124,"Rotary Seva  Sangh's  Dr.  B.C.  Ajari  Memorial  The  Rotary
Blood Bank, R.S.No. 211/B, Plot No. 14C, Yogikolla Road, Gokak-591 307,  Belgaum, District.",,,
KARNATAKA,125,"Rotary      K.R.      Hospital      Blood      Bank,      No.      75,
Hanumanthanagar, 50 Ft. Road, Bangalore - 560 050",,,
KARNATAKA,126,"Mahaveer Blood Bank, 4th floor, Radio Complex, CTS No.
116/1A, Shivaji Road, Belgaum - 590 001",,,
KARNATAKA,127,"Jyothi   Hospital,   Laila-574   214,   Belthangady,   Dakshina
Kannada District",,,
KARNATAKA,128,"Rotary Tumkur Central Belli Blood Bank, Khata No. 308/A, 321/A & 303/A/321, Ward No. 13, Gandhinagar, Tumkur -
572 201",,,
KARNATAKA,129,"Veerayoga    Institute    of    Medical    Sciences    Speciality Hospitals, No. 88, Marathhalli, Outer Ring Road, Bangalore
- 560 037",,,
KARNATAKA,130,"Rotary    Mysore    Chandrakala    Hospital    Blood    Bank, Chandrakala  Hospital  and  Institute  of  Medical  Research,
Plot  'A',  Kalidasa  Road,  Jayalakshmipuram,  Mysore  -  570 012",,,
KARNATAKA,131,"BGS  Global  Hospitals,  No.  67,  Uttarahalli  Road,  Kengeri,
Bangalore - 560 060",,,
KARNATAKA,132,"Sri Shakti Blood  Bank,  Badarli Venkat Rao  Gouda Health,Care Association, Venkateshwara Tourist Home, Sukalapeta,Road, Sindhanur - 584 128, Raichur District",,,
KARNATAKA,133,"M/s. Shripad Hegde Kadave  Institute of Medical Sciences,
T.S.S. Hospital, Sirsi , Uttara Kannada District",,,
KARNATAKA,134,"M/s.Indian  Red  Cross  Soceity    Blood  Bank,  Devraj  Urs
Layout, Davanagere.",,,
KARNATAKA,135,"K.L.E.Society's  ,  Dr.  Kamal  hospital  &  Medical  Research
Centre, Ankola. (U.K)",,,
KARNATAKA,136,"M/s.    Narayana    Hrudayalaya,    24P,    Hattibele,    Hobli,
Bommasandra Industrial Area, Anekal Taluk, Bangalore",,,
KARNATAKA,137,"Gopi Blood Bank, Under Youth association, 2-15-112, Gunj
Area, C.B.S. Circle, Gangavthi - 583 227, Koppal Dist.",,,
KARNATAKA,138,"M/s. Pandit General Hospital, Sirsi, Uttar Kannada",,,
KARNATAKA,139,"Chigateri District Hospital, Davanagere,",,,
KARNATAKA,140,"M/s. A.J.Hsopital & Research centre, Kuntikana, Mangalore",,,
KARNATAKA,141,"Holy  Cross  Hospital,  Kamagere  571443,  Kolegala  Taluk,
Chamaraja Nagara, Karnataka",,,
KARNATAKA,142,"Columbia Asia refferal Hospital, Yeshwanthpur, Bangalore",,,
KARNATAKA,143,"Sha  Damji  Jadavji  Chheda  Memorial  Rashtrotthana  Blood
Bank, 2nd floor Dee Jay building, Neeligin Road, Hubli",,,
KARNATAKA,144,"Sagar  Blood  bank,  Sagar  Hospital's,  (Unit  of  sagr  Health care and Diagnostic Services Pvt. Ltd.) Sy. No.53, Shavige Malleshwara  Hills,  Kumar  Swmay  Layout,  Banashankari,
Bangalroe-78.",,,
KARNATAKA,145,"Kasturba   Hospital   Blood   Bank,   Site.No.55/2,   Shivalli
Village, Manipal-576 104, Udupi",,,
KARNATAKA,146,"Fortis Hospital Pvt. Ltd.  Bannerghatta Road, Bangalore",,,
KARNATAKA,147,"Life Line  24x7 Blood bank , Hubli",,,
KARNATAKA,148,"Fortis Hospital Pvt. Ltd.  Cunningham Road, Bangalore",,,
KARNATAKA,149,"Sapthagiri   Hospital   Blood   Bank,   No.15,   Chikkasandra, Hesaraghatta                             Main                             Road,
Bangalore-560 090",,,
KARNATAKA,150,"KMC, University Medical Centre, Dr.B.R.Ambedkar Circle,
Mangalore-575 001",,,
KARNATAKA,151,"Red   Cross   Sanjeevini   Blood   Bank,   Ist   Floor,   ?Kshiti
Complex? JPN Road, Shimoga-577201",,,
KARNATAKA,152,"Sagar  Hospital,  44/54,  30th  Cross,  Tilak  Nagar,  Jayangar
Extension, Bangalore-560 041",,,
KARNATAKA,153,"M/s.    Manipal    Hospital    Transfusion    Services,    No.98,
Rustombagh Airport Road, Bangalore",,,
KARNATAKA,154,"M/s.Yashomathi  Medicare  &  Research  Centre  (P)  Ltd.,
2371/3,  HAL  Airport,  Varthur  Main  Road,  Munne  Kolala, Marathahalli Post, Bangalore-560 037",,,
KARNATAKA,155,"M/s.  Srinivasa  Institute  of  Medical  Sciences  and  Research
Centre, Mukka, Surathkal, Mangalore -575 021",,,
KARNATAKA,156,"M/s.  Tejasvini  Hospital,   Lions  Blood   Bank,     Tejasvini
Hospital, Kadri Temple Road, Mangalore -575 002",,,
KARNATAKA,157,"M/s.   Manjunath   Orthoaedic   and   Trauma   centre   hosital
Blood bank, K.R.Puram, Hassan -573 201",,,
KARNATAKA,158,"M/s.  Indian  Red  Cross  Society,  District  Famiily  Welfare
Office, 2nd floor, B.B.Road, Chickbballapur Dist.",,,
KARNATAKA,159,"M/s. Subbaiah Medical  College  Blood bank  NH-13, Purle,
Hjolehonnur, Road Shimoga-577 201",,,
KARNATAKA,160,"Life   Care   Voluntary   Blood   Bank,   No.126,   7th   Block, Jayanagar,  Opp.Jayanagar,  Police  Station,  Bangalore-560
011",,,
KARNATAKA,161,"M/s.   Vikarm   Hospital     Blood   Bank,   Vikarm   Hospital, No.D5/271/219B &D5/272/1220, 3rd cross, Ashoka Nagar,
Mandya-571 401",,,
KARNATAKA,162,"M/s. Jeevadhara Voluntary Blood  Bank (Aunit of Cauvery Social  Services  Trust),  No.1475,  2nd  floor  &  3rd  floor
mission Hospital Road, Mandhi Mohalla, Mysore-21",,,
KARNATAKA,163,"M/s. Karnataka Hemophillia Soceity, Life Line Blood Bank, No.1138, Ring Road, S.Nijalingappa Layout, Behind KSFC
Building, Davangere",,,
KARNATAKA,164,"Haji   Sir   Ismail   Sait   Gosha   Hospital,   Shivaji   Nagar,
Bangalore-506 051",,,
KARNATAKA,165,"M/s. M/s. Naveevn Medical Relief and research Foundation,
St.Joseph's  Hospital  Blood  Bank,  St.  Joseph's   Hospital, 331/1, L176/2, Bannimantap, Mysore -570 015",,,
KARNATAKA,166,"M/s.  R.L.Jalappa  Hosptial   and  Research  Centre,  Tamaka,
Kolar",,,
KARNATAKA,167,"M/s.    Cauvery    Hospital    Blood    Bank,No.42/2B,    2C,
Trresoam College Circle, Siddarth Nagar, Mysore -570 011",,,
KARNATAKA,168,"Indian   Red   Cross   Society,   Dakshina   Kannada   Distirct Branch, ""Red Cross Bhavan, Lady Goshen Hospital,Behind
D.C. Office, Mangalore -575 001.",,,
KARNATAKA,169,"M/s.The Oxford Medical College Hospital Blood Bank and Research  Centre,  Yadavanahalli,  Attibele  (Hobli),  Anekal
Taluk, Bangalore -562 107",,,
KARNATAKA,170,"M/s.  Ramanagoudar  Hospital  Blood  Bank,  Ramanaouda Hospital, 2nd floor, CTS, No.4042/B17, Near Kathi Kalyan
Mantap , Mudhol -587313",,,
KARNATAKA,171,"M/s.   Kamakshi   Hospital   Blood   Bank,   1st   floor,   New Building  of  Kamakshi  Hospital  premises,  Kuvempnagar
Mysore-570009",,,
KARNATAKA,172,"M/s.   District   Hospital   Blood   Bank,   District   Hospital,
Chamrajnagar",,,
KARNATAKA,173,"M/s.  Nitte  University  Blood  Bank,  Justice  K.S.  Hegde
Charitable Hospial, Dera;alatte. Mangalore -575 018",,,
KARNATAKA,174,"M/s.  Sakra  worl  Hospital  (A  Unit  of  Takshasila  Hospitals Operating     Private     Limited)     S.No.     52/2     &     52/3, Devarabeesanahalli,     Varthur     Hobli,     Bellandur     Post,
Bangalore -560 103",,,
KARNATAKA,175,"M/s.  Chiranjeevi  Blood  Bank,  near  Vijayanagara  Colony,
100   Bed   Hospital   Road,   Amaravathi,   Hospet-583   201 Bellary Dist.",,,
KARNATAKA,176,"M/s.     Sri     Shridevi     Charitable     Trust     ?,     Research
Hospital,NH-4, Tumkur -572 106.",,,
KARNATAKA,177,"M/s.   Dr.Rajkumar   (Appaji)   Blood   Bank,   No.18,   Krishi
Bhavan, 2nd floor, Hudson Circle, Bangalore -01.",,,
KARNATAKA,178,"M/s.  Sri.  Shankara  Cancer  Hospital  and  Research  Centre,Shankara   , Math    premises,    1st    cross,    shankarapuram,
Basavanagudi, Bangalore-560004.",,,
KARNATAKA,179,"M/s.  Narayana  Hrudayalaya,  Surgical  Hospital  Pvt.  Ltd.,
CAH-1, 3rd Phase, Devanur, Mysore-19",,,
KARNATAKA,180,"M/s.   Raichur   Institute   of   Medical   Sciences   Teaching
Hospital (RIMS),Raichur",,,
KARNATAKA,181,"M/s.  Mediscope  Blood  Bank,  Mediscope  Hospital,  No.11,
Pillanna Garden, 3rd stage, Bangalore -560045",,,
KARNATAKA,182,"M/s.  Akash  Institute  of  Medical  Sciences  and  Research Centre  Blood  Bank,  Akash  Institute  of  Medical  Sciences and    Research    Centre,    Sy.    No.    70/1,    Prasannahalli,
Devanahalli Taluk, Bangalore Rural Dist. -562110",,,
KARNATAKA,183,"M/s. J.S.S. Hospital Blood Bank, JSS Hospital, Mysore-570
004.",,,
KARNATAKA,184,"Indian  Red  Cross  Koppal  District,  Branch,  1st  floor,  New
District Hospital Hospital Road, Koppal -583231",,,
KARNATAKA,185,"M/s. B. Shivaji Rao's  Blood Bank, (A Unit of Sri Maruthi Charitable  &  Educational  Trust  (  R),  No.26,  3rd  floor, SGRR  Complex,  1st  cross,  Rajaram  Mohan  Roy  Road,
Sampangirama Nagar, Bangalore-27.",,,
KERALA,1,"M/s    Co-Operative, Kalamassery,Medical College, HMT Colony.",,,
KERALA,2,"M/s   Kerala   State   Co-operative   Hospital   Complex   and Centre  for  Advanced   Medical   Services   Ltd.,   No   4386,
Pariyaram,  Pin-670 503",,,
KERALA,3,"M/s Cannannore Co-Op Hospital Society, Talap",,,
KERALA,4,"M/s Tellichery Co-Op Hospital,Thalassery",,,
KERALA,5,"M/s The Payyannur Co-operative Hospital Society Ltd.,
PMC XXI/2079, Payyannur, Pin- 670307",,,
KERALA,6,"M/s Badagara sahakarana Asupathri Ltd., Vatakara",,,
KERALA,7,"M/s    Kozhikode , District Co-Operative, Eranhipalam",,,
KERALA,8,"M/s District Hospital,",,,
KERALA,9,"M/s Medical College Hospital Blood Bank, Alappuzha     (TD Medical College, Vandanam)",,,
KERALA,10,"M/s General Hospital,",,,
KERALA,11,"M/s INHS Sanjeevini Naval Base,",,,
KERALA,12,"M/s  Regional  Blood  Transfusion  Centre,  District  Hospital,
Alwaye",,,
KERALA,13,"M/s District Hospital Blood Bank, Pynavu",,,
KERALA,14,M/s District Hospital,,,
KERALA,15,"M/s General Hospital, Thalassery",,,
KERALA,16,"M/s   Community   Health   Centre   (T.H.Q)   ,   Kasaragode,
General Hospital Blood Bank",,,
KERALA,17,"M/s District Hospital Blood Bank, Kanhangad",,,
KERALA,18,M/s District Hospital,,,
KERALA,19,"M/s Govt Hospital, Punalur",,,
KERALA,20,"M/s Taluk Head Quarters Hospital, Kottakkara",,,
KERALA,21,M/s District Hospital,,,
KERALA,22,M/s Medical College Hospital Blood Bank,,,
KERALA,23,M/s Govt. General Hospital,,,
KERALA,24,"M/s Govt. W & C Hospital, Kottapparamba",,,
KERALA,25,M/s Medical College Hospital Blood Bank,,,
KERALA,26,"M/s District Hospital Blood Bank, Manjeri",,,
KERALA,27,"M/s  Govt  Hospital,  Perinthanmanna(Taluk  Head  Quarters
Hospital)",,,
KERALA,28,M/s Taluk Head Quarters Hospital,,,
KERALA,29,"M/s District Hospital,",,,
KERALA,30,"M/s General Hospital,",,,
KERALA,31,"M/s General Hospital,",,,
KERALA,32,"M/s Medical College Hospital, Blood Bank,",,,
KERALA,33,"M/s Regional Cancer Centre, Medical College Campus",,,
KERALA,34,"M/s  Sri  ChithiraThirunal  Institute  of  Medical  Science  &
Technology",,,
KERALA,35,"M/s Taluk Head Quarter Hospital,Chiryinkil",,,
KERALA,36,"M/s Women & Children Hospital,Thycaud",,,
KERALA,37,"M/s District Hospital, Round Easr,",,,
KERALA,38,"M/s    Medical    College    Hospital,    Mulangunnathukavu,
Peringandoor,",,,
KERALA,39,"M/s District Hospital, Manathavadi",,,
KERALA,40,"M/s Govt. T.H.Q. Hospital, Sulthan Bathery",,,
KERALA,41,"M/s  Kannur  Medical  college  and  Hosp,Kannur.  (Prestige
edu Trust), Anjarakandy,",,,
KERALA,42,"M/s Centuary Hospital, Chenganoor,",,,
KERALA,43,"M/s K.V.M.Hospital,Cherthala,",,,
KERALA,44,"M/s Sacred Heart Hospital, Green Garden, Cherthala,",,,
KERALA,45,"M/s V S M Hospital Blood Bank,
Building No XIV/368, Thattarambalam P.O Mavelikkara, - 690 103",,,
KERALA,46,"M/s Central Travancore Specialist  Ltd., Cehgannur,",,,
KERALA,47,"M/s Devamatha Hospital, Koothattukulam,",,,
KERALA,48,"M/s IMA Voluntary Donor BB, T.D Road,",,,
KERALA,49,"M/s Lakeshore Hospital&Research Centre Ltd,",,,
KERALA,50,"M/s Lisie Hospital,   Lisie Medical Institution, Pin-682018,
Ernakulam",,,
KERALA,51,"M/s Little Flower Hospital, M.G.Road, Angamaly",,,
KERALA,52,"M/s Lourdes Hospital, Pachalam, Ernakulam",,,
KERALA,53,"M/s  Malankara  Orthodox  Syrian  Church  Medical  Mission
Hospital, Ernakulam",,,
KERALA,54,"M/s      Mar      Baselius      Medical      Mission      Hospital,
Kothamangalam",,,
KERALA,55,"M/s Medical Trust Hospital, M.G.Road, Kakkanad, Kochi",,,
KERALA,56,"M/s Nirmala Medical Center, Moovattupuzha, Ernakulam",,,
KERALA,57,"M/s P.V.S. Memorial Hospital  Ltd, Kallor, Kochi",,,
KERALA,58,"M/s Samaritan Hospital, Kizhakkambalam, Ernakulam",,,
KERALA,59,"M/s Sanjoe Hospital,Perumbavoor, Ernakulam",,,
KERALA,60,"M/s St Joseph Hospital, Kothamangalam, Ernakulam.",,,
KERALA,61,"M/s Sree Narayana Institute of Medical Sciences, Chalakka,North Kuthyathode, Ernakulam",,,
KERALA,62,"M/s   Amritha   Institute   of   Medical   Sciences,   Research
Centre, Ernakulam",,,
KERALA,63,"M/s Carmel Hospital, Ashokapuram, Alwaye, Ernakulam",,,
KERALA,64,"M/s Sunrise Institute of Medical Sciences( P) Ltd., Sea Port
Air Port Road, Kakkanad, Kochi",,,
KERALA,65,"M/s  The  Chief  Executive  Officer,  M/S  Aster  Medicity, Aster  DM  Healthcare  Private  Ltd.,  IX/475  L,  Kuttysahib Road,    Near    Kothad    Bridge,    South    Chittoor    P    O,
Cheranalloor, Kochi, , Pin-682027",,,
